tcp_packets,tcp_source_port,tcp_destination_port,tcp_fin_flag,tcp_syn_flag,tcp_push_flag,tcp_ack_flag,tcp_urgent_flag,udp_packets,udp_source_port,udp_destination_port,icmp_packets,target
30,6,6,2,2,7,23,0,1,1,1,0,1
40,3,2,2,1,10,37,0,1,1,1,0,1
53,6,6,2,4,16,45,0,2,2,2,0,1
75,4,4,2,4,27,71,0,1,1,1,0,1
80,4,4,4,0,25,76,0,3,2,2,0,1
12,2,2,0,2,4,11,0,2,2,2,0,1
7,3,3,0,2,3,6,0,1,1,1,0,1
26,3,3,1,0,13,26,0,0,0,0,0,1
6,3,2,2,0,0,6,0,13,3,3,0,1
60,5,4,1,0,2,53,0,1,1,1,0,1
61,4,5,0,2,1,58,0,0,0,0,0,1
23,2,2,2,0,8,21,0,2,2,2,0,1
26,5,5,2,2,8,21,0,1,1,1,0,1
29,2,2,0,2,10,28,0,1,1,1,0,1
48,7,7,4,2,13,39,0,2,2,2,0,1
61,4,4,3,4,20,61,0,3,3,3,0,1
21,3,3,3,0,6,17,0,1,1,1,0,1
56,6,6,4,4,18,46,0,2,2,2,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
42,7,7,1,6,15,35,0,3,3,3,0,1
69,4,4,6,2,19,77,0,17,8,8,0,1
0,0,0,0,0,0,0,0,3,3,2,0,1
15,2,2,2,4,15,58,0,50,5,7,0,1
0,0,0,0,0,0,0,0,2,2,2,0,1
160,6,6,4,2,15,153,0,1,1,1,0,1
0,0,0,0,0,0,2,0,3,3,3,0,1
13,2,2,0,2,5,12,0,1,1,1,0,1
70,2,2,2,2,21,121,0,57,6,6,0,1
59,3,3,2,0,2,56,0,1,1,1,0,1
0,0,0,0,2,5,11,0,19,8,8,0,1
61,3,3,4,2,10,65,0,10,5,5,0,1
83,7,6,2,5,17,77,0,6,5,5,0,1
20,3,3,4,1,11,43,0,27,4,4,0,1
0,0,0,2,2,10,26,0,34,7,7,0,1
30,4,3,2,2,11,25,0,6,4,4,0,1
16,3,3,0,3,5,15,0,4,4,4,0,1
70,4,4,4,5,20,66,0,1,1,1,0,1
0,0,0,2,0,3,10,0,13,4,4,0,1
26,2,2,2,2,11,23,0,3,3,3,0,1
13,2,2,0,2,6,12,0,5,4,4,0,1
32,3,3,2,2,17,31,0,2,2,2,0,1
14,2,3,0,2,6,13,0,6,5,5,0,1
105,3,3,2,0,15,105,0,1,1,1,0,1
95,2,2,2,0,2,93,0,1,1,1,0,1
4,2,2,0,2,1,3,0,3,3,3,0,1
56,7,7,4,4,24,49,0,1,1,1,0,1
39,4,5,2,2,16,34,0,3,3,2,0,1
20,6,6,0,2,8,15,0,2,2,2,0,1
50,3,3,4,0,7,48,0,1,1,1,0,1
0,0,0,0,0,0,0,0,2,2,2,0,1
13,2,2,0,2,6,12,0,4,4,4,0,1
14,2,2,2,0,7,14,0,1,1,1,0,1
15,2,2,0,2,8,14,0,1,1,1,0,1
31,5,5,3,2,14,28,0,2,2,2,0,1
27,3,3,3,2,8,23,0,4,3,3,0,1
15,4,2,0,3,5,13,0,11,7,7,0,1
27,2,3,2,1,12,27,0,2,2,2,0,1
120,2,2,1,0,22,120,0,1,1,1,0,1
4,2,2,1,2,6,12,0,16,6,6,0,1
0,0,0,2,0,4,10,0,13,5,5,0,1
32,5,5,0,6,11,29,0,13,7,7,0,1
17,2,2,0,0,6,17,0,1,1,1,0,1
19,5,5,6,0,1,19,0,2,2,2,0,1
17,2,2,0,2,6,16,0,3,3,3,0,1
7,2,2,2,0,1,7,0,3,2,2,0,1
13,2,2,0,2,5,12,0,2,2,2,0,1
3,2,2,0,0,2,5,0,3,3,3,0,1
40,2,2,0,0,3,40,0,1,1,1,0,1
7,2,2,2,0,1,5,0,2,2,2,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
32,2,2,2,2,12,29,0,3,3,3,0,1
0,0,0,0,0,0,0,0,2,2,2,0,1
8,2,2,0,2,3,7,0,1,1,1,0,1
3,2,2,0,0,2,3,0,1,1,1,0,1
124,2,2,0,0,3,124,0,2,2,2,0,1
31,2,2,2,0,2,29,0,1,1,1,0,1
17,3,3,0,2,5,16,0,1,1,1,0,1
0,0,0,0,0,0,0,0,2,2,2,0,1
91,2,2,0,0,22,91,0,1,1,1,0,1
6,2,2,2,0,1,4,0,1,1,1,0,1
34,2,2,2,2,13,31,0,2,2,2,0,1
33,4,4,2,4,12,27,0,1,1,1,0,1
15,3,3,2,0,5,12,0,1,1,1,0,1
27,2,2,2,2,12,24,0,2,2,2,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
0,0,0,0,2,8,19,0,25,6,6,0,1
0,0,0,2,0,2,15,0,16,4,4,0,1
0,0,0,0,2,5,13,0,15,3,3,0,1
78,5,5,2,6,25,75,0,17,10,10,0,1
88,4,4,0,4,51,86,0,10,7,7,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
103,2,2,1,0,32,103,0,1,1,1,0,1
4,2,2,1,0,1,2,0,7,3,3,0,1
0,0,0,0,0,0,0,0,7,2,2,0,1
100,2,2,0,2,12,99,0,9,5,5,0,1
17,2,2,2,0,3,15,0,2,2,2,0,1
0,0,0,0,0,0,1,0,2,2,2,0,1
22,2,2,2,2,7,20,0,2,2,2,0,1
4,3,3,0,0,0,4,0,2,2,2,0,1
64,3,3,2,2,18,61,0,1,1,1,0,1
4,2,2,0,2,1,3,0,1,1,1,0,1
25,2,2,2,0,8,23,0,2,2,2,0,1
0,0,0,0,0,0,0,0,2,1,1,0,1
56,3,3,4,4,20,49,0,0,0,0,0,1
1,1,1,0,1,0,0,0,1,1,1,0,1
9,2,2,0,1,5,9,0,1,1,1,0,1
5,2,2,0,0,3,5,0,1,1,1,0,1
2,2,2,0,1,1,2,0,5,5,5,0,1
148,5,5,4,1,11,146,0,0,0,0,0,1
7,5,4,0,1,0,6,0,5,4,4,0,1
33,4,3,1,3,14,33,0,14,9,8,0,1
120,2,2,0,2,77,119,0,4,3,4,0,1
20,4,4,7,0,2,18,0,0,0,0,0,1
0,0,0,0,0,0,0,0,2,2,2,0,1
21,2,2,2,2,6,20,0,5,4,4,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
19,2,2,2,2,7,18,0,6,5,5,0,1
21,2,2,2,2,7,20,0,3,3,3,0,1
4,2,2,0,2,1,3,0,3,3,3,0,1
21,5,5,2,0,6,21,0,3,3,3,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
13,2,2,0,2,5,12,0,5,4,4,0,1
0,0,0,0,0,0,0,0,2,2,2,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
106,2,2,2,0,12,104,0,3,2,2,0,1
28,2,2,0,2,10,27,0,2,2,2,0,1
39,2,2,2,0,4,37,0,15,2,2,0,1
13,2,2,0,2,5,12,0,1,1,1,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
28,5,2,0,0,13,28,0,1,1,1,0,1
85,3,4,2,0,27,83,0,1,1,1,0,1
1,1,1,0,0,0,1,0,2,2,2,0,1
4,2,2,0,2,1,3,0,1,1,1,0,1
11,2,2,0,0,5,11,0,1,1,1,0,1
2,2,2,0,0,1,2,0,0,0,0,0,1
6,2,2,2,0,2,4,0,1,1,1,0,1
68,2,2,0,2,8,67,0,1,1,1,0,1
76,2,2,2,0,2,74,0,2,2,2,0,1
16,2,2,0,2,6,15,0,1,1,1,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
83,4,4,2,0,11,81,0,2,2,2,0,1
17,3,3,0,2,5,16,0,1,1,1,0,1
0,0,0,0,0,0,0,0,3,2,2,0,1
80,2,2,0,0,8,80,0,4,3,3,0,1
83,2,2,2,0,2,81,0,1,1,1,0,1
5,2,2,0,2,2,4,0,2,2,2,0,1
16,2,2,0,0,5,16,0,2,2,2,0,1
234,2,2,0,0,1,234,0,1,1,1,0,1
41,5,5,3,0,6,38,0,1,1,1,0,1
24,4,4,3,2,7,23,0,5,4,4,0,1
70,3,3,0,0,0,70,0,1,1,1,0,1
17,2,2,2,0,2,15,0,1,1,1,0,1
0,0,0,0,0,0,0,0,2,2,2,0,1
13,2,2,0,2,5,12,0,3,3,3,0,1
27,3,3,3,0,7,26,0,3,2,2,0,1
54,2,2,0,0,0,54,0,2,2,2,0,1
38,2,2,2,0,2,36,0,1,1,1,0,1
1,1,1,0,1,0,0,0,1,1,1,0,1
17,2,2,0,3,5,16,0,3,3,3,0,1
7,2,2,1,0,4,6,0,1,1,1,0,1
16,2,2,1,2,6,15,0,4,4,4,0,1
3,3,2,1,1,0,1,0,2,2,2,0,1
10,2,2,0,1,6,10,0,1,1,1,0,1
50,2,2,0,0,9,50,0,1,1,1,0,1
77,2,2,0,0,0,77,0,2,2,2,0,1
16,2,2,2,0,2,14,0,1,1,1,0,1
21,2,2,2,2,9,18,0,1,1,1,0,1
7,2,2,0,2,1,6,0,2,2,2,0,1
11,2,2,2,0,6,9,0,1,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
13,2,2,0,2,5,12,0,2,2,2,0,1
2,2,2,0,0,0,2,0,1,1,1,0,1
84,2,2,0,0,5,84,0,1,1,1,0,1
73,2,2,2,0,2,71,0,2,2,2,0,1
24,2,2,2,2,9,21,0,1,1,1,0,1
1,1,1,0,1,0,0,0,1,1,1,0,1
1,1,1,0,1,0,0,0,2,2,2,0,1
12,2,2,0,1,5,12,0,1,1,1,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
74,2,2,1,0,4,74,0,3,3,3,0,1
2,2,2,0,0,1,1,0,2,2,2,0,1
14,2,2,0,2,5,13,0,2,2,2,0,1
21,3,3,2,2,7,17,0,4,4,4,0,1
17,2,2,1,0,8,16,0,1,1,1,0,1
0,0,0,0,0,0,0,0,3,2,2,0,1
0,0,0,0,2,4,12,0,19,7,7,0,1
0,0,0,2,0,6,35,0,36,3,3,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
0,0,0,0,2,1,3,0,6,4,4,0,1
0,0,0,2,0,6,29,0,30,3,3,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
0,0,0,0,0,0,0,0,3,3,3,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,4,2,2,0,1
0,0,0,0,0,0,0,0,5,3,3,0,1
0,0,0,0,0,0,0,0,4,2,2,0,1
0,0,0,0,0,0,0,0,7,3,3,0,1
0,0,0,0,0,0,0,0,4,4,4,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
14,2,2,0,2,6,13,0,3,3,3,0,1
0,0,0,0,0,0,0,0,2,2,2,0,1
98,3,3,0,2,10,97,0,5,4,4,0,1
51,3,3,2,0,4,49,0,1,1,1,0,1
3,2,2,0,0,2,3,0,2,2,2,0,1
0,0,0,0,0,0,0,0,2,2,2,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
0,0,0,0,0,0,0,0,3,3,3,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
36,2,2,0,2,10,35,0,8,6,6,0,1
73,2,2,0,0,2,73,0,1,1,1,0,1
328,2,2,0,0,1,328,0,3,2,2,0,1
207,3,3,2,0,4,205,0,2,2,2,0,1
14,2,2,0,2,5,13,0,3,3,3,0,1
1,1,1,0,0,0,1,0,1,1,1,0,1
95,2,2,2,0,6,93,0,2,2,2,0,1
12,2,2,0,2,5,11,0,3,3,3,0,1
25,6,6,2,2,11,19,0,1,1,1,0,1
27,3,3,0,2,11,37,0,17,7,7,0,1
28,2,2,2,0,5,26,0,1,1,1,0,1
13,2,2,0,2,5,12,0,13,5,5,0,1
0,0,0,0,0,0,0,0,4,3,3,0,1
2,2,2,0,0,0,2,0,1,1,1,0,1
90,2,2,1,0,5,90,0,1,1,1,0,1
4,2,2,1,0,1,2,0,4,3,3,0,1
0,0,0,0,0,0,0,0,3,3,3,0,1
11,2,2,0,2,5,10,0,1,1,1,0,1
0,0,0,0,0,0,0,0,2,2,2,0,1
177,2,2,1,0,4,177,0,1,1,1,0,1
4,2,2,1,0,1,2,0,4,4,3,0,1
0,0,0,1,4,14,111,0,120,8,9,0,1
0,0,0,2,0,3,123,0,126,3,3,0,1
64,3,2,0,2,6,111,0,49,3,3,0,1
35,2,3,2,0,2,46,0,15,4,4,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
0,0,0,2,2,8,39,0,45,5,5,0,1
0,0,0,1,4,12,38,0,43,6,6,0,1
166,3,3,2,0,4,207,0,44,3,3,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
0,0,0,0,2,5,12,0,15,4,4,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
0,0,0,2,0,2,16,0,21,4,4,0,1
0,0,0,0,0,0,0,0,2,2,2,0,1
12,3,3,0,2,3,11,0,1,1,1,0,1
3,2,2,0,0,2,3,0,1,1,1,0,1
39,2,2,0,0,1,39,0,2,2,2,0,1
152,6,6,2,2,7,145,0,1,1,1,0,1
20,5,5,2,2,7,17,0,1,1,1,0,1
7,2,2,2,0,2,5,0,2,2,2,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
13,2,2,0,2,5,12,0,1,1,1,0,1
0,0,0,0,0,0,0,0,2,2,2,0,1
46,2,2,0,0,3,46,0,1,1,1,0,1
100,3,3,2,0,2,98,0,1,1,1,0,1
44,2,2,0,2,8,43,0,2,2,2,0,1
15,2,2,2,0,2,13,0,1,1,1,0,1
0,0,0,0,0,0,0,0,2,2,2,0,1
32,3,3,4,2,9,29,0,3,3,3,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
22,2,2,1,2,8,20,0,1,1,1,0,1
12,2,2,0,2,5,11,0,2,2,2,0,1
1,1,1,0,0,0,1,0,1,1,1,0,1
25,3,3,2,0,7,25,0,1,1,1,0,1
52,2,2,0,0,14,52,0,2,2,2,0,1
9,2,2,2,0,1,7,0,2,2,2,0,1
11,2,2,0,2,5,10,0,3,3,3,0,1
16,2,2,2,0,9,14,0,4,4,4,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
11,2,2,0,2,5,10,0,0,0,0,0,1
10,2,2,2,0,3,8,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
40,2,2,2,2,10,37,0,5,4,4,0,1
23,4,4,2,4,7,21,0,1,1,1,0,1
11,2,2,2,0,4,9,0,1,1,1,0,1
25,4,4,2,4,7,23,0,1,1,1,0,1
12,2,2,2,0,3,10,0,3,3,3,0,1
13,2,2,0,2,5,12,0,0,0,0,0,1
34,2,2,0,0,15,38,0,6,4,4,0,1
91,2,2,2,0,29,89,0,2,2,2,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
15,2,2,0,2,5,14,0,1,1,1,0,1
9,2,2,2,0,3,7,0,1,1,1,0,1
18,2,2,2,2,7,15,0,1,1,1,0,1
13,2,2,0,2,5,12,0,0,0,0,0,1
0,0,0,0,0,0,0,0,2,2,2,0,1
101,2,2,2,0,5,99,0,0,0,0,0,1
0,0,0,0,0,0,0,0,7,5,5,0,1
17,2,2,0,2,6,16,0,2,2,2,0,1
33,2,2,2,0,5,31,0,0,0,0,0,1
28,2,2,2,2,9,25,0,0,0,0,0,1
11,2,2,0,2,5,10,0,4,4,4,0,1
39,6,6,2,0,3,31,0,1,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
26,3,3,1,4,11,24,0,0,0,0,0,1
27,2,2,2,0,10,25,0,5,2,2,0,1
0,0,0,0,0,0,0,0,5,2,2,0,1
14,2,2,0,2,5,13,0,7,6,6,0,1
23,3,3,1,2,11,22,0,1,1,1,0,1
7,2,2,2,0,1,5,0,1,1,1,0,1
15,2,2,0,2,5,14,0,2,2,2,0,1
186,2,2,2,0,14,184,0,1,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
10,2,2,0,2,3,9,0,3,2,2,0,1
42,3,3,4,2,16,36,0,1,1,1,0,1
32,3,3,2,4,10,27,0,1,1,1,0,1
15,2,2,2,0,9,13,0,2,2,2,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
21,2,2,2,2,8,18,0,1,1,1,0,1
0,0,0,0,0,0,0,0,2,2,2,0,1
0,0,0,0,2,10,81,0,87,6,6,0,1
0,0,0,2,0,1,204,0,205,3,3,0,1
0,0,0,1,2,11,283,0,291,5,5,0,1
0,0,0,1,0,0,2,0,9,5,5,0,1
13,2,2,0,2,5,12,0,2,2,2,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
90,2,2,2,0,11,88,0,1,1,1,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
138,2,2,2,2,14,135,0,3,3,3,0,1
4,2,2,0,2,1,3,0,1,1,1,0,1
7,2,2,0,0,4,7,0,1,1,1,0,1
84,2,2,2,0,4,82,0,2,2,2,0,1
0,0,0,0,2,7,13,0,19,6,6,0,1
1,1,1,0,1,0,0,0,1,1,1,0,1
17,2,2,0,3,5,16,0,2,2,2,0,1
9,2,2,2,0,3,7,0,3,3,3,0,1
20,2,2,2,2,8,17,0,0,0,0,0,1
18,2,2,2,2,7,15,0,3,3,3,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,1,0,0,0,1,1,1,0,1
12,2,2,0,2,3,11,0,1,1,1,0,1
3,2,2,0,0,2,3,0,1,1,1,0,1
11,2,2,0,0,2,11,0,0,0,0,0,1
100,3,3,0,0,2,100,0,4,3,3,0,1
44,2,2,1,0,1,44,0,1,1,1,0,1
4,2,2,1,0,1,2,0,1,1,1,0,1
0,0,0,0,0,2,3,0,8,6,6,0,1
64,9,9,6,6,16,55,0,1,1,1,0,1
4,2,2,0,2,1,3,0,3,3,3,0,1
52,6,6,4,2,16,47,0,2,2,2,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
10,2,2,0,2,5,11,0,3,3,3,0,1
4,2,2,0,0,2,4,0,1,1,1,0,1
0,0,0,0,0,0,0,0,2,2,2,0,1
63,2,2,0,0,8,63,0,0,0,0,0,1
20,2,2,1,0,1,20,0,1,1,1,0,1
4,2,2,1,0,1,2,0,4,4,4,0,1
37,2,2,2,2,7,34,0,1,1,1,0,1
14,2,2,0,2,5,13,0,1,1,1,0,1
1,1,1,0,0,0,1,0,2,2,2,0,1
105,2,2,2,0,34,103,0,1,1,1,0,1
22,2,2,2,2,8,21,0,3,3,3,0,1
0,0,0,0,0,0,0,0,4,4,4,0,1
30,2,2,2,2,12,27,0,1,1,1,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
13,2,2,0,2,5,12,0,2,2,2,0,1
53,2,2,2,0,5,51,0,1,1,1,0,1
81,2,2,1,2,12,79,0,1,1,1,0,1
3,3,2,1,1,0,1,0,2,2,2,0,1
1,1,1,0,1,0,0,0,0,0,0,0,1
11,2,2,1,1,6,11,0,1,1,1,0,1
4,2,2,1,0,1,4,0,6,5,5,0,1
11,2,2,0,2,5,10,0,1,1,1,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
55,2,2,0,0,1,55,0,2,2,2,0,1
82,2,2,2,0,3,80,0,1,1,1,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
13,2,2,0,2,5,12,0,2,2,2,0,1
20,2,2,0,0,4,20,0,1,1,1,0,1
46,2,2,2,0,2,44,0,1,1,1,0,1
27,2,2,2,2,13,24,0,2,2,2,0,1
0,0,0,0,0,0,1,0,2,2,2,0,1
15,2,2,0,2,5,15,0,2,2,2,0,1
21,2,2,2,0,10,19,0,1,1,1,0,1
15,2,2,0,2,5,14,0,5,4,4,0,1
22,6,6,0,2,7,17,0,1,1,1,0,1
18,3,3,4,0,6,16,0,1,1,1,0,1
31,2,2,2,2,12,28,0,1,1,1,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
11,2,2,0,2,5,10,0,6,5,5,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
83,2,2,0,0,22,83,0,0,0,0,0,1
49,2,2,2,0,15,49,0,4,4,4,0,1
14,3,3,0,2,5,12,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
27,2,2,0,0,2,27,0,2,2,2,0,1
2,2,2,0,0,0,2,0,1,1,1,0,1
17,3,3,2,0,2,17,0,1,1,1,0,1
30,2,2,0,0,0,30,0,2,2,2,0,1
30,2,2,0,0,0,30,0,1,1,1,0,1
2,2,2,0,0,0,2,0,1,1,1,0,1
20,2,2,0,0,0,20,0,4,3,3,0,1
11,3,2,0,0,0,11,0,1,1,1,0,1
24,3,3,0,0,0,24,0,1,1,1,0,1
42,2,2,0,0,0,42,0,3,3,3,0,1
13,2,2,2,0,2,11,0,5,2,2,0,1
0,0,0,0,0,0,0,0,5,3,3,0,1
28,2,2,2,2,13,25,0,2,2,2,0,1
10,2,2,0,2,3,9,0,1,1,1,0,1
39,3,3,4,2,15,33,0,1,1,1,0,1
10,2,2,0,2,5,9,0,2,2,2,0,1
1,1,1,0,0,0,1,0,1,1,1,0,1
166,2,2,2,0,14,164,0,1,1,1,0,1
7,4,5,0,3,1,5,0,4,4,4,0,1
20,3,3,2,1,7,17,0,1,1,1,0,1
9,2,2,2,1,2,9,0,1,1,1,0,1
13,2,2,0,2,5,12,0,2,2,2,0,1
84,2,2,2,0,4,82,0,1,1,1,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
4,2,2,0,2,1,3,0,6,5,5,0,1
16,2,2,2,0,6,14,0,1,1,1,0,1
20,2,2,2,2,9,17,0,1,1,1,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
13,2,2,0,2,5,12,0,6,2,2,0,1
8,3,2,2,0,2,7,0,2,2,2,0,1
0,0,0,0,0,0,0,0,2,2,2,0,1
22,2,2,2,2,9,19,0,3,2,2,0,1
0,0,0,0,0,0,0,0,3,2,2,0,1
18,2,2,2,2,7,15,0,1,1,1,0,1
4,2,2,0,2,1,3,0,1,1,1,0,1
9,2,2,0,0,4,9,0,3,2,2,0,1
0,0,0,0,0,0,0,0,4,3,3,0,1
94,2,2,2,0,6,92,0,1,1,1,0,1
10,2,2,0,2,5,9,0,1,1,1,0,1
5,2,2,0,0,2,6,0,3,3,3,0,1
9,2,3,2,0,1,7,0,0,0,0,0,1
45,2,2,0,2,10,44,0,0,0,0,0,1
49,2,2,2,0,5,47,0,2,2,2,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
27,2,2,1,2,13,26,0,3,3,3,0,1
5,3,2,1,1,1,2,0,1,1,1,0,1
12,2,2,0,1,5,12,0,1,1,1,0,1
63,2,2,0,0,4,63,0,1,1,1,0,1
82,2,2,3,0,1,80,0,2,2,2,0,1
9,2,2,0,2,4,8,0,3,3,3,0,1
26,4,4,1,2,10,25,0,1,1,1,0,1
27,3,2,4,0,11,25,0,2,2,2,0,1
0,0,0,0,0,0,0,0,2,2,2,0,1
13,2,2,0,2,5,12,0,0,0,0,0,1
73,2,2,2,0,4,71,0,2,2,2,0,1
0,0,0,1,2,7,157,0,159,3,3,0,1
0,0,0,1,0,2,4,0,8,4,4,0,1
0,0,0,2,2,7,42,0,50,6,7,0,1
0,0,0,2,4,17,184,0,189,6,6,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,0,1,2,0,6,4,4,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
40,6,5,2,3,11,32,0,5,4,4,0,1
46,4,4,3,5,19,44,0,2,2,2,0,1
0,0,0,2,0,3,36,0,39,3,3,0,1
13,2,2,0,2,5,12,0,5,4,4,0,1
18,2,2,0,0,1,18,0,4,3,3,0,1
31,2,2,2,0,3,29,0,4,2,2,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
13,2,2,0,2,5,12,0,1,1,1,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
86,2,2,2,0,4,84,0,3,2,2,0,1
